9. TRIFD,10. FACILITY NAME,12. FACILITY CITY,13. FACILITY COUNTY,14. FACILITY STATE,15. FACILITY ZIP CODE,LATITUDE,LONGITUDE,81. CHEMICAL NAME,84. CLASSIFICATION,85. UNIT OF MEASURE,86. HAZARDOUS AIR POLLUTANT - HAPS,87. CARCINOGEN,88. PFAS_IND,89. METAL IND,118. TOTAL AIR EMISSIONS
0218WBRNTR15PTT,BRAINTREE ELECTRIC LIGHT DEPARTMENT,BRAINTREE,NORFOLK,MA,2184,42.235,-70.966734,Naphthalene,TRI,Pounds,YES,YES,NO,NO,
0218WBRNTR15PTT,BRAINTREE ELECTRIC LIGHT DEPARTMENT,BRAINTREE,NORFOLK,MA,2184,42.235,-70.966734,Ethylbenzene,TRI,Pounds,YES,YES,NO,NO,
0218WBRNTR15PTT,BRAINTREE ELECTRIC LIGHT DEPARTMENT,BRAINTREE,NORFOLK,MA,2184,42.235,-70.966734,"1,2,4-Trimethylbenzene",TRI,Pounds,NO,NO,NO,NO,
01075SWRCB775NE,EIS WIRE & CABLE CO,SOUTH HADLEY,HAMPSHIRE,MA,1075,42.21741,-72.55421,Copper,TRI,Pounds,NO,NO,NO,YES,0
01075SWRCB775NE,EIS WIRE & CABLE CO,SOUTH HADLEY,HAMPSHIRE,MA,1075,42.21741,-72.55421,Antimony compounds,TRI,Pounds,YES,NO,NO,YES,0
01085THCLM1CYCL,COLUMBIA MANUFACTURING INC,WESTFIELD,HAMPDEN,MA,1085,42.11144,-72.74138,Lead,PBT,Pounds,NO,YES,NO,YES,0
01102SMTHW2100R,SMITH & WESSON BRANDS INC.,SPRINGFIELD,HAMPDEN,MA,1104,42.13722,-72.54706,Sodium nitrite,TRI,Pounds,NO,NO,NO,YES,0
01102SMTHW2100R,SMITH & WESSON BRANDS INC.,SPRINGFIELD,HAMPDEN,MA,1104,42.13722,-72.54706,Chromium,TRI,Pounds,YES,NO,NO,YES,0
01102SMTHW2100R,SMITH & WESSON BRANDS INC.,SPRINGFIELD,HAMPDEN,MA,1104,42.13722,-72.54706,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,Xylene (mixed isomers),TRI,Pounds,YES,NO,NO,NO,651
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,Toluene,TRI,Pounds,YES,NO,NO,NO,1658
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,n-Hexane,TRI,Pounds,YES,NO,NO,NO,2083
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,Cyclohexane,TRI,Pounds,NO,NO,NO,NO,127
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,Ethylbenzene,TRI,Pounds,YES,YES,NO,NO,152
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,Cumene,TRI,Pounds,YES,YES,NO,NO,4
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,Benzene,TRI,Pounds,YES,YES,NO,NO,597
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,"1,2,4-Trimethylbenzene",TRI,Pounds,NO,NO,NO,NO,502
0218WLTRXX11CAM,ULTRA,BRAINTREE,NORFOLK,MA,2184,42.203798,-71.028607,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0.12
01089GRMRK958RI,AGRIMARK INC,WEST SPRINGFIELD,HAMPDEN,MA,1089,42.13065,-72.627313,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0
01089GRMRK958RI,AGRIMARK INC,WEST SPRINGFIELD,HAMPDEN,MA,1089,42.13065,-72.627313,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
0108WSVGRM1SPRI,SAVAGE ARMSINC,WESTFIELD,HAMPDEN,MA,1085,42.14067,-72.72683,Lead,PBT,Pounds,NO,YES,NO,YES,0
02453GGRGT537SS,HOLCIM - NER INC.,WALTHAM,MIDDLESEX,MA,2453,42.362194,-71.26051,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0.2
02453GGRGT537SS,HOLCIM - NER INC.,WALTHAM,MIDDLESEX,MA,2453,42.362194,-71.26051,Mercury,PBT,Pounds,YES,NO,NO,YES,0
02536FLMTH475TH,FALMOUTH READY MIX INC,EAST FALMOUTH,BARNSTABLE,MA,2536,41.61469,-70.59832,Lead,PBT,Pounds,NO,YES,NO,YES,0.1
02536FLMTH475TH,FALMOUTH READY MIX INC,EAST FALMOUTH,BARNSTABLE,MA,2536,41.61469,-70.59832,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,
01202NSTRS550CH,BERKSHIRE CONCRETE CORP,PITTSFIELD,BERKSHIRE,MA,1201,42.48682,-73.20194,Mercury,PBT,Pounds,YES,NO,NO,YES,0
01202NSTRS550CH,BERKSHIRE CONCRETE CORP,PITTSFIELD,BERKSHIRE,MA,1201,42.48682,-73.20194,Lead,PBT,Pounds,NO,YES,NO,YES,0
01301BTFGN50GRE,BETE FOG NOZZLE INC.,GREENFIELD,FRANKLIN,MA,1301,42.619163,-72.558105,Nickel,TRI,Pounds,YES,YES,NO,YES,22
01301BTFGN50GRE,BETE FOG NOZZLE INC.,GREENFIELD,FRANKLIN,MA,1301,42.619163,-72.558105,Copper,TRI,Pounds,NO,NO,NO,YES,20
01301BTFGN50GRE,BETE FOG NOZZLE INC.,GREENFIELD,FRANKLIN,MA,1301,42.619163,-72.558105,Chromium,TRI,Pounds,YES,NO,NO,YES,23
01364CHNDS61RWM,ECHO INDUSTRIES ORANGE MA,ORANGE,FRANKLIN,MA,1364,42.567131,-72.297978,Copper,TRI,Pounds,NO,NO,NO,YES,0
0136WMPCTN153QU,IMPACT NANO LLC ORANGE,ORANGE,FRANKLIN,MA,1364,42.56972,-72.298563,Toluene,TRI,Pounds,YES,NO,NO,NO,33
02542SRMYNBLDG4,U.S. ARMY NATIONAL GUARD CAMP EDWARDS RANGE,BOURNE,BARNSTABLE,MA,2542,41.66708,-70.55534,Lead,PBT,Pounds,NO,YES,NO,YES,0
02703NGNRD39PER,ENGINEERED MATERIALS SOLUTIONS  LLC,ATTLEBORO,BRISTOL,MA,2703,41.948486,-71.272143,Chromium,TRI,Pounds,YES,NO,NO,YES,10
02703NGNRD39PER,ENGINEERED MATERIALS SOLUTIONS  LLC,ATTLEBORO,BRISTOL,MA,2703,41.948486,-71.272143,Copper,TRI,Pounds,NO,NO,NO,YES,10
01102SMTHW2100R,SMITH & WESSON BRANDS INC.,SPRINGFIELD,HAMPDEN,MA,1104,42.13722,-72.54706,Manganese,TRI,Pounds,YES,NO,NO,YES,0
01102SMTHW2100R,SMITH & WESSON BRANDS INC.,SPRINGFIELD,HAMPDEN,MA,1104,42.13722,-72.54706,Lead compounds,PBT,Pounds,YES,NO,NO,YES,1
01102SMTHW2100R,SMITH & WESSON BRANDS INC.,SPRINGFIELD,HAMPDEN,MA,1104,42.13722,-72.54706,Copper,TRI,Pounds,NO,NO,NO,YES,0.3
0110WCNSTR34RCU,CS-MA LLC DBA CONSTRUCTION SERVICE,SPRINGFIELD,HAMPDEN,MA,1104,42.14643,-72.54181,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,5
0110WCNSTR34RCU,CS-MA LLC DBA CONSTRUCTION SERVICE,SPRINGFIELD,HAMPDEN,MA,1104,42.14643,-72.54181,Lead,PBT,Pounds,NO,YES,NO,YES,0.03
02322TLDWR100WA,TL EDWARDS INC.,AVON,NORFOLK,MA,2322,42.14655,-71.0558,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.0877
02322TLDWR100WA,TL EDWARDS INC.,AVON,NORFOLK,MA,2322,42.14655,-71.0558,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0.012
02343FSTRS46SPR,OLDCASTLE - ANCHOR,HOLBROOK,NORFOLK,MA,2343,42.130677,-71.024097,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0.02091
0234WBYRNS21WDS,BYRNE SAND & GRAVEL INC.,MIDDLEBORO,PLYMOUTH,MA,2346,41.88395,-70.88546,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0.01
02370VNTRT30COM,3M CO,ROCKLAND,PLYMOUTH,MA,2370,42.163919,-70.901419,Toluene,TRI,Pounds,YES,NO,NO,NO,664.25
02370VNTRT30COM,3M CO,ROCKLAND,PLYMOUTH,MA,2370,42.163919,-70.901419,Methanol,TRI,Pounds,YES,NO,NO,NO,5495.7
02370VNTRT30COM,3M CO,ROCKLAND,PLYMOUTH,MA,2370,42.163919,-70.901419,n-Hexane,TRI,Pounds,YES,NO,NO,NO,64.3
01151HTBTH107FR,DUBOIS CHEMICALS INC. - INDIAN ORCHARD MA (SPRINGFIELD),INDIAN ORCHARD,HAMPDEN,MA,1151,42.16056,-72.50445,Nickel compounds,TRI,Pounds,YES,YES,NO,YES,
01151MNSNT730WO,SOLUTIA INC,SPRINGFIELD,HAMPDEN,MA,1151,42.154981,-72.526419,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0
01151MNSNT730WO,SOLUTIA INC,SPRINGFIELD,HAMPDEN,MA,1151,42.154981,-72.526419,Formaldehyde,TRI,Pounds,YES,YES,NO,NO,1821
0108WWSTLK44GRI,WESTLAKE ROYAL BUILDING PRODUCTS,WESTFIELD,HAMPDEN,MA,1085,42.15231,-72.74574,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,
01104STRMS160CO,DONCASTERS STORMS FORGE,SPRINGFIELD,HAMPDEN,MA,1104,42.13927,-72.53861,Chromium,TRI,Pounds,YES,NO,NO,YES,1.62
01104STRMS160CO,DONCASTERS STORMS FORGE,SPRINGFIELD,HAMPDEN,MA,1104,42.13927,-72.53861,Nickel,TRI,Pounds,YES,YES,NO,YES,0.44
02339GMGRV112SC,GEM GRAVURE CO INC.,WEST HANOVER,PLYMOUTH,MA,2339,42.10718,-70.87576,Toluene,TRI,Pounds,YES,NO,NO,NO,23
02346CNSPRBRIDG,OCEAN SPRAY CRANBERRIES INC,MIDDLEBORO,PLYMOUTH,MA,2346,41.87113,-70.91206,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.000077
02346CNSPRBRIDG,OCEAN SPRAY CRANBERRIES INC,MIDDLEBORO,PLYMOUTH,MA,2346,41.87113,-70.91206,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0.000011
02370LCTRS175RU,ELECTROSWITCH SWITCHES & RELAYS,ROCKLAND,PLYMOUTH,MA,2370,42.126841,-70.914252,Copper,TRI,Pounds,NO,NO,NO,YES,0
01151NSMLM73BWR,PREFERE MELAMINES LLC,SPRINGFIELD,HAMPDEN,MA,1151,42.159065,-72.517605,Methanol,TRI,Pounds,YES,NO,NO,NO,3221
01151NSMLM73BWR,PREFERE MELAMINES LLC,SPRINGFIELD,HAMPDEN,MA,1151,42.159065,-72.517605,Formic acid,TRI,Pounds,NO,NO,NO,NO,0
01151NSMLM73BWR,PREFERE MELAMINES LLC,SPRINGFIELD,HAMPDEN,MA,1151,42.159065,-72.517605,n-Butyl alcohol,TRI,Pounds,NO,NO,NO,NO,1434
01151NSMLM73BWR,PREFERE MELAMINES LLC,SPRINGFIELD,HAMPDEN,MA,1151,42.159065,-72.517605,Xylene (mixed isomers),TRI,Pounds,YES,NO,NO,NO,0
01151NSMLM73BWR,PREFERE MELAMINES LLC,SPRINGFIELD,HAMPDEN,MA,1151,42.159065,-72.517605,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0
01151NSMLM73BWR,PREFERE MELAMINES LLC,SPRINGFIELD,HAMPDEN,MA,1151,42.159065,-72.517605,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
01151NSMLM73BWR,PREFERE MELAMINES LLC,SPRINGFIELD,HAMPDEN,MA,1151,42.159065,-72.517605,Formaldehyde,TRI,Pounds,YES,YES,NO,NO,1005
01201CNNLL545ME,O'CONNELL OIL CO MERRILL ROAD FACILITY,PITTSFIELD,BERKSHIRE,MA,1201,42.462752,-73.20685,Benzene,TRI,Pounds,YES,YES,NO,NO,42
02703NGNRD39PER,ENGINEERED MATERIALS SOLUTIONS  LLC,ATTLEBORO,BRISTOL,MA,2703,41.948486,-71.272143,Nickel,TRI,Pounds,YES,YES,NO,YES,10
0270WNRKNG53CUN,NORKING CO INC,ATTLEBORO,BRISTOL,MA,2703,41.9433,-71.2864,Ammonia,TRI,Pounds,NO,NO,NO,NO,32151
02714RGSTW266SA,ZAPP PRECISION STRIP INC.,DARTMOUTH,BRISTOL,MA,2745,41.71996,-70.969526,Chromium,TRI,Pounds,YES,NO,NO,YES,0
02714RGSTW266SA,ZAPP PRECISION STRIP INC.,DARTMOUTH,BRISTOL,MA,2745,41.71996,-70.969526,Manganese,TRI,Pounds,YES,NO,NO,YES,0
02714RGSTW266SA,ZAPP PRECISION STRIP INC.,DARTMOUTH,BRISTOL,MA,2745,41.71996,-70.969526,Nickel,TRI,Pounds,YES,YES,NO,YES,0
02714RGSTW266SA,ZAPP PRECISION STRIP INC.,DARTMOUTH,BRISTOL,MA,2745,41.71996,-70.969526,Copper,TRI,Pounds,NO,NO,NO,YES,0
02714RGSTW266SA,ZAPP PRECISION STRIP INC.,DARTMOUTH,BRISTOL,MA,2745,41.71996,-70.969526,Lead,PBT,Pounds,NO,YES,NO,YES,0
02714RGSTW266SA,ZAPP PRECISION STRIP INC.,DARTMOUTH,BRISTOL,MA,2745,41.71996,-70.969526,Cobalt,TRI,Pounds,YES,YES,NO,YES,0
0137WCHRTR18IND,CHARTER NEXT GENERATION - TURNERS FALLS,TURNERS FALLS,FRANKLIN,MA,1376,42.59181,-72.52915,Ozone,TRI,Pounds,NO,NO,NO,NO,92108
0144WNWNGL65ZUB,BIOSYNTH INTERNATIONAL INC.,GARDNER,WORCESTER,MA,1440,42.59689,-71.95395,Acetonitrile,TRI,Pounds,YES,NO,NO,NO,14
0144WNWNGL65ZUB,BIOSYNTH INTERNATIONAL INC.,GARDNER,WORCESTER,MA,1440,42.59689,-71.95395,"N,N-Dimethylformamide",TRI,Pounds,YES,YES,NO,NO,1
01453LPHWR128TO,ALPHA WIRE CO,LEOMINSTER,WORCESTER,MA,1453,42.54926,-71.74515,Tetrabromobisphenol A,PBT,Pounds,YES,NO,NO,NO,0
01453LPHWR128TO,ALPHA WIRE CO,LEOMINSTER,WORCESTER,MA,1453,42.54926,-71.74515,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
01453LPHWR128TO,ALPHA WIRE CO,LEOMINSTER,WORCESTER,MA,1453,42.54926,-71.74515,Antimony compounds,TRI,Pounds,YES,NO,NO,YES,0
01453LPHWR128TO,ALPHA WIRE CO,LEOMINSTER,WORCESTER,MA,1453,42.54926,-71.74515,Copper compounds,TRI,Pounds,NO,NO,NO,YES,0
02722BRMCS106FE,BORDEN & REMINGTON CORP,FALL RIVER,BRISTOL,MA,2721,41.703194,-71.165407,Ammonia,TRI,Pounds,NO,NO,NO,NO,1507
01151MNSNT730WO,SOLUTIA INC,SPRINGFIELD,HAMPDEN,MA,1151,42.154981,-72.526419,Butyraldehyde,TRI,Pounds,NO,NO,NO,NO,25915
01151MNSNT730WO,SOLUTIA INC,SPRINGFIELD,HAMPDEN,MA,1151,42.154981,-72.526419,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
01151MNSNT730WO,SOLUTIA INC,SPRINGFIELD,HAMPDEN,MA,1151,42.154981,-72.526419,Methanol,TRI,Pounds,YES,NO,NO,NO,8599
01151MNSNT730WO,SOLUTIA INC,SPRINGFIELD,HAMPDEN,MA,1151,42.154981,-72.526419,Formic acid,TRI,Pounds,NO,NO,NO,NO,0
01151MNSNT730WO,SOLUTIA INC,SPRINGFIELD,HAMPDEN,MA,1151,42.154981,-72.526419,Vinyl acetate,TRI,Pounds,YES,YES,NO,NO,6751
01201PTTSF235ME,PITTSFIELD GENERATING CO LP,PITTSFIELD,BERKSHIRE,MA,1201,42.45488,-73.21734,Ammonia,TRI,Pounds,NO,NO,NO,NO,2516
01220HLLND153HO,HOLLAND CO,ADAMS,BERKSHIRE,MA,1220,42.65338,-73.11039,Ammonia,TRI,Pounds,NO,NO,NO,NO,1
0122WCRNPN6PINE,CRANE PIONEER MILL,DALTON,BERKSHIRE,MA,1226,42.470835,-73.177032,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.0012
0122WCRNPN6PINE,CRANE PIONEER MILL,DALTON,BERKSHIRE,MA,1226,42.470835,-73.177032,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0.0001
0255WSLNDN11IND,ISLAND ENERGY SERVICES,NANTUCKET,NANTUCKET,MA,2554,41.27508,-70.10588,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0
0255WSLNDN11IND,ISLAND ENERGY SERVICES,NANTUCKET,NANTUCKET,MA,2554,41.27508,-70.10588,Ethylbenzene,TRI,Pounds,YES,YES,NO,NO,10.82
0255WSLNDN11IND,ISLAND ENERGY SERVICES,NANTUCKET,NANTUCKET,MA,2554,41.27508,-70.10588,Benzene,TRI,Pounds,YES,YES,NO,NO,135.6
0255WSLNDN11IND,ISLAND ENERGY SERVICES,NANTUCKET,NANTUCKET,MA,2554,41.27508,-70.10588,Xylene (mixed isomers),TRI,Pounds,YES,NO,NO,NO,57.22
0255WSLNDN11IND,ISLAND ENERGY SERVICES,NANTUCKET,NANTUCKET,MA,2554,41.27508,-70.10588,Toluene,TRI,Pounds,YES,NO,NO,NO,150.17
0255WSLNDN11IND,ISLAND ENERGY SERVICES,NANTUCKET,NANTUCKET,MA,2554,41.27508,-70.10588,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.0021
01201CNNLL545ME,O'CONNELL OIL CO MERRILL ROAD FACILITY,PITTSFIELD,BERKSHIRE,MA,1201,42.462752,-73.20685,Hydrogen sulfide,TRI,Pounds,NO,NO,NO,NO,0.7
01201CNNLL545ME,O'CONNELL OIL CO MERRILL ROAD FACILITY,PITTSFIELD,BERKSHIRE,MA,1201,42.462752,-73.20685,Ethylbenzene,TRI,Pounds,YES,YES,NO,NO,104
01201CNNLL545ME,O'CONNELL OIL CO MERRILL ROAD FACILITY,PITTSFIELD,BERKSHIRE,MA,1201,42.462752,-73.20685,Cyclohexane,TRI,Pounds,NO,NO,NO,NO,187
01201CNNLL545ME,O'CONNELL OIL CO MERRILL ROAD FACILITY,PITTSFIELD,BERKSHIRE,MA,1201,42.462752,-73.20685,Xylene (mixed isomers),TRI,Pounds,YES,NO,NO,NO,519
01201CNNLL545ME,O'CONNELL OIL CO MERRILL ROAD FACILITY,PITTSFIELD,BERKSHIRE,MA,1201,42.462752,-73.20685,Toluene,TRI,Pounds,YES,NO,NO,NO,623
01201CNNLL545ME,O'CONNELL OIL CO MERRILL ROAD FACILITY,PITTSFIELD,BERKSHIRE,MA,1201,42.462752,-73.20685,Naphthalene,TRI,Pounds,YES,YES,NO,NO,104
01201CNNLL545ME,O'CONNELL OIL CO MERRILL ROAD FACILITY,PITTSFIELD,BERKSHIRE,MA,1201,42.462752,-73.20685,"1,2,4-Trimethylbenzene",TRI,Pounds,NO,NO,NO,NO,104
0120WNTRPR11CEN,INTERPRINT INC,PITTSFIELD,BERKSHIRE,MA,1201,42.42441,-73.33398,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",TRI,Pounds,NO,NO,NO,NO,0
01226CRNCN30SOU,CRANE & CO. INC.,DALTON,BERKSHIRE,MA,1226,42.470467,-73.178993,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.0002
0133WKRNGL31KRI,KRINGLE CANDLE,BERNARDSTON,FRANKLIN,MA,1337,42.668301,-72.544465,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",PBT,Pounds,NO,NO,NO,NO,0
0133WWHPPN37SUT,WHIPPS INC,ATHOL,WORCESTER,MA,1331,42.58647,-72.23819,Nickel,TRI,Pounds,YES,YES,NO,YES,0.11
0133WWHPPN37SUT,WHIPPS INC,ATHOL,WORCESTER,MA,1331,42.58647,-72.23819,Manganese,TRI,Pounds,YES,NO,NO,YES,0.01
0133WWHPPN37SUT,WHIPPS INC,ATHOL,WORCESTER,MA,1331,42.58647,-72.23819,Chromium,TRI,Pounds,YES,NO,NO,YES,0.14
02702PLRDC238SO,ISP FREETOWN FINE CHEMICALS INC,ASSONET,BRISTOL,MA,2702,41.766111,-71.106944,Butyl acrylate,TRI,Pounds,NO,NO,NO,NO,63.22
02702PLRDC238SO,ISP FREETOWN FINE CHEMICALS INC,ASSONET,BRISTOL,MA,2702,41.766111,-71.106944,Acrylic acid,TRI,Pounds,YES,NO,NO,NO,15.5
02745CSHNT215DU,ACUSHNET CO BALL PLANT III,NEW BEDFORD,BRISTOL,MA,2745,41.72544,-70.95518,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,0
02745CSHNT215DU,ACUSHNET CO BALL PLANT III,NEW BEDFORD,BRISTOL,MA,2745,41.72544,-70.95518,Methyl isobutyl ketone,TRI,Pounds,YES,YES,NO,NO,2148
02745CSHNT215DU,ACUSHNET CO BALL PLANT III,NEW BEDFORD,BRISTOL,MA,2745,41.72544,-70.95518,Diisocyanates,TRI,Pounds,NO,NO,NO,NO,0
02745LNGSN50WEL,AMETEK AEGIS,NEW BEDFORD,BRISTOL,MA,2745,41.70612,-70.94969,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
02745LNGSN50WEL,AMETEK AEGIS,NEW BEDFORD,BRISTOL,MA,2745,41.70612,-70.94969,Nitric acid,TRI,Pounds,NO,NO,NO,NO,155
01453MNRLL205CR,INTERNATIONAL RECTIFIER HIREL PRODUCTS INC.,LEOMINSTER,WORCESTER,MA,1453,42.54647,-71.745322,Lead,PBT,Pounds,NO,YES,NO,YES,0.4
01462GTTGL140LE,S&E SPECIALTY POLYMERS LLC,LUNENBURG,WORCESTER,MA,1462,42.536041,-71.704031,Antimony compounds,TRI,Pounds,YES,NO,NO,YES,42.332
01462GTTGL140LE,S&E SPECIALTY POLYMERS LLC,LUNENBURG,WORCESTER,MA,1462,42.536041,-71.704031,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,10.1528
01462GTTGL140LE,S&E SPECIALTY POLYMERS LLC,LUNENBURG,WORCESTER,MA,1462,42.536041,-71.704031,Lead,PBT,Pounds,NO,YES,NO,YES,0.04965
01462GTTGL140LE,S&E SPECIALTY POLYMERS LLC,LUNENBURG,WORCESTER,MA,1462,42.536041,-71.704031,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),TRI,Pounds,NO,NO,NO,YES,1.7987
0151WDPHNS1LACK,DAUPHINAIS CONCRETE INC.,DOUGLAS,WORCESTER,MA,1516,42.08538,-71.69641,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,11
0151WDPHNS1LACK,DAUPHINAIS CONCRETE INC.,DOUGLAS,WORCESTER,MA,1516,42.08538,-71.69641,Lead,PBT,Pounds,NO,YES,NO,YES,0.3
01520HLDNT2077N,HOLDEN TRAP ROCK,HOLDEN,WORCESTER,MA,1520,42.368862,-71.903824,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.07
01520HLDNT2077N,HOLDEN TRAP ROCK,HOLDEN,WORCESTER,MA,1520,42.368862,-71.903824,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0.0072
0255WSLNDN11IND,ISLAND ENERGY SERVICES,NANTUCKET,NANTUCKET,MA,2554,41.27508,-70.10588,n-Hexane,TRI,Pounds,YES,NO,NO,NO,125.16
0255WSLNDN11IND,ISLAND ENERGY SERVICES,NANTUCKET,NANTUCKET,MA,2554,41.27508,-70.10588,Naphthalene,TRI,Pounds,YES,YES,NO,NO,0.69
0255WSLNDN11IND,ISLAND ENERGY SERVICES,NANTUCKET,NANTUCKET,MA,2554,41.27508,-70.10588,"1,2,4-Trimethylbenzene",TRI,Pounds,NO,NO,NO,NO,18.59
0266WCPCDR248GR,CAPE COD READY-MIX,SOUTH DENNIS,BARNSTABLE,MA,2660,41.68949,-70.133139,Lead,PBT,Pounds,NO,YES,NO,YES,0.1
02703CHMTC52GAR,METALOR TECHNOLOGIES USA,ATTLEBORO,BRISTOL,MA,2703,41.94198,-71.2769,Silver compounds,TRI,Pounds,NO,NO,NO,YES,0
02703CHMTC52GAR,METALOR TECHNOLOGIES USA,ATTLEBORO,BRISTOL,MA,2703,41.94198,-71.2769,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
02703CHMTC52GAR,METALOR TECHNOLOGIES USA,ATTLEBORO,BRISTOL,MA,2703,41.94198,-71.2769,Methanol,TRI,Pounds,YES,NO,NO,NO,885
02703CHMTC52GAR,METALOR TECHNOLOGIES USA,ATTLEBORO,BRISTOL,MA,2703,41.94198,-71.2769,Hydrazine,TRI,Pounds,YES,YES,NO,NO,
02703CHMTC52GAR,METALOR TECHNOLOGIES USA,ATTLEBORO,BRISTOL,MA,2703,41.94198,-71.2769,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0
02703CMPST1MILL,COMPOSITE MODULES INC.,ATTLEBORO,BRISTOL,MA,2703,41.94232,-71.28251,Ammonia,TRI,Pounds,NO,NO,NO,NO,0
02703NRTHS330TU,COMTRAN LLC,ATTLEBORO,BRISTOL,MA,2703,41.89642,-71.38025,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,0
01376HTFBX13IND,HART & COOLEY LLC,TURNERS FALLS,FRANKLIN,MA,1376,42.598244,-72.517952,Nickel,TRI,Pounds,YES,YES,NO,YES,0.025
01376HTFBX13IND,HART & COOLEY LLC,TURNERS FALLS,FRANKLIN,MA,1376,42.598244,-72.517952,Chromium,TRI,Pounds,YES,NO,NO,YES,0.037
01432PHRMC25PAT,VERANOVA L.P.,DEVENS,WORCESTER,MA,1434,42.528806,-71.625768,Ethylbenzene,TRI,Pounds,YES,YES,NO,NO,6.15
01432PHRMC25PAT,VERANOVA L.P.,DEVENS,WORCESTER,MA,1434,42.528806,-71.625768,Dichloromethane,TRI,Pounds,YES,YES,NO,NO,2436.36
02702PLRDC238SO,ISP FREETOWN FINE CHEMICALS INC,ASSONET,BRISTOL,MA,2702,41.766111,-71.106944,Vinyl acetate,TRI,Pounds,YES,YES,NO,NO,933
