GEOGRAPHIC,GEOID,SPLIT_FOR_,MUNICIPALI,TOTAL_POP,NONHISPWHI,PCT_MINORI,TOTALHH,LIMENGHH,LIMENGHHPC,BG_MHHI,BG_MHHI_PC,BG_MHHI_IS,MUNI_MHHI,MUNIMHHI_P,MEDIANHHI,LIMITEDENG,MINORITY_P,EJ,EJ_CRITERI,EJ_CRITE_1,EJ_CRIT_DE,Shape_Leng,Shape_Area
"Block Group 5, Census Tract 1403, Suffolk County, Massachusetts",250251403005,N,Boston,1233.000000000000000,148.000000000000000,87.996755879999995,540.000000000000000,110,20.370370860000001,73857.000000000000000,87.523849490000003,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,3236.483121839999967,250135.149391999992076
"Block Group 6, Census Tract 1008, Suffolk County, Massachusetts",250251008006,N,Boston,1228.000000000000000,513.000000000000000,58.224755700000003,288.000000000000000,98,34.027778630000000,61731.000000000000000,73.153999330000005,0,76298.000000000000000,90.416542050000004, ,E,M,Yes,ME,2,Minority and English isolation,1947.503420660000074,191305.719348999991780
"Block Group 2, Census Tract 1009, Suffolk County, Massachusetts",250251009002,N,Boston,578.000000000000000,157.000000000000000,72.837370239999998,247.000000000000000,21,8.502024649999999,92797.000000000000000,109.968597410000001,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,1491.414564010000049,136326.263719000009587
"Block Group 3, Census Tract 1009, Suffolk County, Massachusetts",250251009003,N,Boston,1011.000000000000000,195.000000000000000,80.712166170000003,417.000000000000000,0,0.000000000000000,130150.000000000000000,154.233566279999991,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,2416.535031439999784,242928.137217000010423
"Block Group 1, Census Tract 1010.01, Suffolk County, Massachusetts",250251010011,N,Boston,680.000000000000000,11.000000000000000,98.382352940000004,195.000000000000000,19,9.743589399999999,0.000000000000000,0.000000000000000,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,3581.243554430000131,265930.354884999978822
"Block Group 4, Census Tract 1010.01, Suffolk County, Massachusetts",250251010014,N,Boston,970.000000000000000,34.000000000000000,96.494845359999999,350.000000000000000,0,0.000000000000000,33275.000000000000000,39.432365419999996,0,76298.000000000000000,90.416542050000004,I, ,M,Yes,MI,2,Minority and income,2425.291161759999795,195249.905762000009418
"Block Group 1, Census Tract 1304.02, Suffolk County, Massachusetts",250251304021,N,Boston,1050.000000000000000,763.000000000000000,27.333333329999999,510.000000000000000,0,0.000000000000000,67826.000000000000000,80.376846310000005,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,3462.643207929999789,426285.147124000010081
"Block Group 2, Census Tract 1304.02, Suffolk County, Massachusetts",250251304022,N,Boston,906.000000000000000,637.000000000000000,29.690949230000001,459.000000000000000,0,0.000000000000000,127167.000000000000000,148.139038090000014,1,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,2270.149194250000164,228286.610489000013331
"Block Group 3, Census Tract 1304.02, Suffolk County, Massachusetts",250251304023,N,Boston,977.000000000000000,725.000000000000000,25.793244630000000,272.000000000000000,14,5.147058960000000,132031.000000000000000,156.462646479999989,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,2557.868273390000013,290638.619040000019595
"Block Group 1, Census Tract 1304.06, Suffolk County, Massachusetts",250251304061,N,Boston,2092.000000000000000,168.000000000000000,91.969407270000005,987.000000000000000,244,24.721378330000000,41696.000000000000000,49.411624910000000,0,76298.000000000000000,90.416542050000004,I,E,M,Yes,MIE,3,"Minority, income and English isolation",2260.273713999999927,245015.200929999991786
"Block Group 6, Census Tract 1403, Suffolk County, Massachusetts",250251403006,N,Boston,1420.000000000000000,90.000000000000000,93.661971829999999,377.000000000000000,124,32.891246799999998,67396.000000000000000,79.867271419999994,0,76298.000000000000000,90.416542050000004, ,E,M,Yes,ME,2,Minority and English isolation,2153.559562599999936,277127.763365000020713
"Block Group 4, Census Tract 1009, Suffolk County, Massachusetts",250251009004,N,Boston,1829.000000000000000,394.000000000000000,78.458173869999996,705.000000000000000,44,6.241134640000000,89205.000000000000000,105.711914059999998,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,4437.069692770000074,443978.035987999988720
"Block Group 2, Census Tract 1010.01, Suffolk County, Massachusetts",250251010012,N,Boston,764.000000000000000,13.000000000000000,98.298429319999997,208.000000000000000,14,6.730769160000000,0.000000000000000,0.000000000000000,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,1804.154239539999935,205580.173975999990944
"Block Group 3, Census Tract 1010.01, Suffolk County, Massachusetts",250251010013,N,Boston,845.000000000000000,11.000000000000000,98.698224850000003,444.000000000000000,79,17.792793270000001,70189.000000000000000,83.177101140000005,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,1750.712025560000029,142865.391685000009602
"Block Group 5, Census Tract 1010.01, Suffolk County, Massachusetts",250251010015,N,Boston,985.000000000000000,10.000000000000000,98.984771570000007,478.000000000000000,54,11.297071460000000,78838.000000000000000,93.426559449999999,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,1498.996626679999963,128086.779410999995889
"Block Group 3, Census Tract 1304.06, Suffolk County, Massachusetts",250251304063,N,Boston,569.000000000000000,267.000000000000000,53.075571179999997,230.000000000000000,79,34.347827909999999,68125.000000000000000,80.731170649999996,0,76298.000000000000000,90.416542050000004, ,E,M,Yes,ME,2,Minority and English isolation,1708.874049710000008,162260.678056000004290
"Block Group 1, Census Tract 1401.02, Suffolk County, Massachusetts",250251401021,N,Boston,1201.000000000000000,176.000000000000000,85.345545380000004,479.000000000000000,38,7.933194160000000,120491.000000000000000,142.787231450000007,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,1907.194554930000095,204069.809452999994392
"Block Group 3, Census Tract 1401.02, Suffolk County, Massachusetts",250251401023,N,Boston,1050.000000000000000,489.000000000000000,53.428571429999998,340.000000000000000,31,9.117647170000000,109444.000000000000000,129.696029659999994,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,2960.676419290000013,513504.126609999977518
"Block Group 6, Census Tract 1010.01, Suffolk County, Massachusetts",250251010016,N,Boston,1351.000000000000000,28.000000000000000,97.927461140000005,594.000000000000000,56,9.427609439999999,112200.000000000000000,132.962020870000003,0,76298.000000000000000,90.416542050000004, , ,M,Yes,M,1,Minority,2567.988626349999777,368283.451775999972597
"Block Group 1, Census Tract 1011.01, Suffolk County, Massachusetts",250251011011,N,Boston,1033.000000000000000,25.000000000000000,97.579864470000004,377.000000000000000,12,3.183023930000000,54141.000000000000000,64.159507750000003,0,76298.000000000000000,90.416542050000004,I, ,M,Yes,MI,2,Minority and income,1516.463540660000035,142056.930083000013838
"Block Group 1, Census Tract 1011.02, Suffolk County, Massachusetts",250251011021,N,Boston,841.000000000000000,7.000000000000000,99.167657550000001,293.000000000000000,73,24.914676669999999,54844.000000000000000,64.992591860000005,0,76298.000000000000000,90.416542050000004,I,E,M,Yes,MIE,3,"Minority, income and English isolation",1237.636682329999985,83064.094986800002516
