GEOGRAPHIC,GEOID,SPLIT_FOR_,MUNICIPALI,TOTAL_POP,NONHISPWHI,PCT_MINORI,TOTALHH,LIMENGHH,LIMENGHHPC,BG_MHHI,BG_MHHI_PC,BG_MHHI_IS,MUNI_MHHI,MUNIMHHI_P,MEDIANHHI,LIMITEDENG,MINORITY_P,EJ,EJ_CRITERI,EJ_CRITE_1,EJ_CRIT_DE,SHAPE_AREA,SHAPE_LEN
"Block Group 3, Census Tract 145, Barnstable County, Massachusetts",250010145003,N,Falmouth,1336.000000000000000,1176.000000000000000,11.976047899999999,566.000000000000000,0,0.000000000000000,49643.000000000000000,58.829174039999998,0,75548.000000000000000,89.527763370000002,I, , ,Yes,I,1,Income,1975913.004819999914616,7371.340519860000313
"Block Group 2, Census Tract 146, Barnstable County, Massachusetts",250010146002,N,Falmouth,1299.000000000000000,1060.000000000000000,18.398768279999999,532.000000000000000,0,0.000000000000000,53571.000000000000000,63.484031680000001,0,75548.000000000000000,89.527763370000002,I, , ,Yes,I,1,Income,4202708.340400000102818,8271.802082259999224
"Block Group 3, Census Tract 125.02, Barnstable County, Massachusetts",250010125023,N,Barnstable,1040.000000000000000,683.000000000000000,34.326923080000000,462.000000000000000,118,25.541126250000001,64286.000000000000000,76.181785579999996,0,77227.000000000000000,91.517448430000002, ,E,M,Yes,ME,2,Minority and English isolation,1146473.591890000039712,5090.123511409999992
"Block Group 2, Census Tract 9004, Berkshire County, Massachusetts",250039004002,N,Pittsfield,1117.000000000000000,808.000000000000000,27.663384059999998,436.000000000000000,0,0.000000000000000,50208.000000000000000,59.498725890000003,0,56620.000000000000000,67.097236629999998,I, ,M,Yes,MI,2,Minority and income,622919.223556000040844,4443.207882830000017
"Block Group 2, Census Tract 9006, Berkshire County, Massachusetts",250039006002,N,Pittsfield,664.000000000000000,370.000000000000000,44.277108429999998,362.000000000000000,7,1.933701630000000,29137.000000000000000,34.528648380000000,0,56620.000000000000000,67.097236629999998,I, ,M,Yes,MI,2,Minority and income,187313.634275999997044,1805.738591750000069
"Block Group 5, Census Tract 9006, Berkshire County, Massachusetts",250039006005,N,Pittsfield,1116.000000000000000,587.000000000000000,47.401433689999998,235.000000000000000,0,0.000000000000000,21033.000000000000000,24.925045010000002,0,56620.000000000000000,67.097236629999998,I, ,M,Yes,MI,2,Minority and income,471966.967102000024170,2895.525296889999936
"Block Group 1, Census Tract 6138, Bristol County, Massachusetts",250056138001,N,Taunton,1284.000000000000000,808.000000000000000,37.071651090000003,707.000000000000000,72,10.183875080000000,19327.000000000000000,22.903360370000001,0,63433.000000000000000,75.170944210000002,I, ,M,Yes,MI,2,Minority and income,324395.253774999990128,4232.124392030000308
"Block Group 3, Census Tract 6138, Bristol County, Massachusetts",250056138003,N,Taunton,742.000000000000000,450.000000000000000,39.353099729999997,363.000000000000000,14,3.856749300000000,74057.000000000000000,87.760856630000006,0,63433.000000000000000,75.170944210000002, , ,M,Yes,M,1,Minority,289164.357282000011764,3166.424403070000153
"Block Group 3, Census Tract 6140, Bristol County, Massachusetts",250056140003,N,Taunton,1279.000000000000000,825.000000000000000,35.496481629999998,583.000000000000000,76,13.036020280000001,36908.000000000000000,43.737632750000003,0,63433.000000000000000,75.170944210000002,I, ,M,Yes,MI,2,Minority and income,574455.692309999954887,3319.795075349999934
"Block Group 3, Census Tract 6304, Bristol County, Massachusetts",250056304003,N,North Attleborough,1962.000000000000000,1361.000000000000000,30.632008150000001,940.000000000000000,0,0.000000000000000,80625.000000000000000,95.544235229999998,0,91994.000000000000000,109.017005920000003, , ,M,Yes,M,1,Minority,1234338.087559999898076,4890.346779950000382
"Block Group 3, Census Tract 6311.01, Bristol County, Massachusetts",250056311013,N,Attleboro,1492.000000000000000,1162.000000000000000,22.117962469999998,753.000000000000000,20,2.656042580000000,30203.000000000000000,35.791904449999997,0,77107.000000000000000,91.375244140000007,I, , ,Yes,I,1,Income,1597749.575260000070557,7203.311449499999981
"Block Group 2, Census Tract 6311.02, Bristol County, Massachusetts",250056311022,N,Attleboro,1157.000000000000000,944.000000000000000,18.409680210000001,331.000000000000000,15,4.531722070000000,52409.000000000000000,62.107009890000000,0,77107.000000000000000,91.375244140000007,I, , ,Yes,I,1,Income,604161.704807000001892,3775.853236250000009
"Block Group 4, Census Tract 6311.02, Bristol County, Massachusetts",250056311024,N,Attleboro,1086.000000000000000,803.000000000000000,26.058931860000001,306.000000000000000,64,20.915033340000001,55769.000000000000000,66.088760379999997,0,77107.000000000000000,91.375244140000007, , ,M,Yes,M,1,Minority,911653.255374999949709,4066.145204729999932
"Block Group 1, Census Tract 6314, Bristol County, Massachusetts",250056314001,N,Attleboro,1603.000000000000000,726.000000000000000,54.709918899999998,553.000000000000000,50,9.041591640000000,45574.000000000000000,54.007228849999997,0,77107.000000000000000,91.375244140000007,I, ,M,Yes,MI,2,Minority and income,407704.365229999995790,2888.391153109999777
"Block Group 2, Census Tract 6316, Bristol County, Massachusetts",250056316002,N,Attleboro,958.000000000000000,523.000000000000000,45.407098120000001,344.000000000000000,9,2.616279130000000,59667.000000000000000,70.708061220000005,0,77107.000000000000000,91.375244140000007, , ,M,Yes,M,1,Minority,334132.255245000007562,2946.575269219999882
"Block Group 3, Census Tract 103.04, Barnstable County, Massachusetts",250010103043,N,Eastham,630.000000000000000,583.000000000000000,7.460317460000000,361.000000000000000,0,0.000000000000000,37168.000000000000000,44.045742030000000,0,67127.000000000000000,79.548500059999995,I, , ,Yes,I,1,Income,12897970.822899999096990,19110.102934200000163
"Block Group 4, Census Tract 114, Barnstable County, Massachusetts",250010114004,N,Dennis,834.000000000000000,743.000000000000000,10.911270979999999,387.000000000000000,38,9.819121360000000,49598.000000000000000,58.775848390000000,0,67803.000000000000000,80.349586489999993,I, , ,Yes,I,1,Income,4330469.925510000437498,9787.460521639999570
"Block Group 3, Census Tract 117, Barnstable County, Massachusetts",250010117003,N,Dennis,768.000000000000000,639.000000000000000,16.796875000000000,396.000000000000000,0,0.000000000000000,50714.000000000000000,60.098358150000003,0,67803.000000000000000,80.349586489999993,I, , ,Yes,I,1,Income,2631545.296519999857992,7770.963768960000380
"Block Group 4, Census Tract 9008, Berkshire County, Massachusetts",250039008004,N,Pittsfield,1462.000000000000000,1261.000000000000000,13.748290010000000,835.000000000000000,19,2.275449040000000,49856.000000000000000,59.081588750000002,0,56620.000000000000000,67.097236629999998,I, , ,Yes,I,1,Income,886317.914523000014015,4640.982579900000019
"Block Group 4, Census Tract 9131, Berkshire County, Massachusetts",250039131004,N,Lenox,473.000000000000000,435.000000000000000,8.033826639999999,205.000000000000000,0,0.000000000000000,36875.000000000000000,43.698524480000003,0,67832.000000000000000,80.383956909999995,I, , ,Yes,I,1,Income,2450969.738570000045002,10320.110212300000057
"Block Group 3, Census Tract 9213, Berkshire County, Massachusetts",250039213003,N,North Adams,1439.000000000000000,1118.000000000000000,22.307157749999998,306.000000000000000,0,0.000000000000000,29922.000000000000000,35.458908080000000,0,49123.000000000000000,58.212951660000002,I, , ,Yes,I,1,Income,383067.851091000018641,3715.564632409999831
"Block Group 2, Census Tract 9221, Berkshire County, Massachusetts",250039221002,N,Adams,717.000000000000000,650.000000000000000,9.344490929999999,384.000000000000000,0,0.000000000000000,35000.000000000000000,41.476566310000003,0,47636.000000000000000,56.450790410000003,I, , ,Yes,I,1,Income,600593.957852000021376,3633.750186780000149
"Block Group 3, Census Tract 9221, Berkshire County, Massachusetts",250039221003,N,Adams,1259.000000000000000,1091.000000000000000,13.343923750000000,654.000000000000000,18,2.752293590000000,38409.000000000000000,45.516384119999998,0,47636.000000000000000,56.450790410000003,I, , ,Yes,I,1,Income,789559.370632000034675,4619.218944049999664
"Block Group 3, Census Tract 9222, Berkshire County, Massachusetts",250039222003,N,Adams,1768.000000000000000,1590.000000000000000,10.067873300000000,938.000000000000000,7,0.746268630000000,44457.000000000000000,52.683532710000001,0,47636.000000000000000,56.450790410000003,I, , ,Yes,I,1,Income,14816303.890599999576807,20080.549415099998441
"Block Group 2, Census Tract 9241, Berkshire County, Massachusetts",250039241002,N,Stockbridge,842.000000000000000,768.000000000000000,8.788598570000000,324.000000000000000,0,0.000000000000000,31875.000000000000000,37.773300169999999,0,62292.000000000000000,73.818809509999994,I, , ,Yes,I,1,Income,7782218.952619999647141,16258.578321499999220
"Block Group 2, Census Tract 9313, Berkshire County, Massachusetts",250039313002,N,Savoy,645.000000000000000,592.000000000000000,8.217054259999999,316.000000000000000,0,0.000000000000000,47200.000000000000000,55.934112550000002,0,47200.000000000000000,55.934112550000002,I, , ,Yes,I,1,Income,93318930.836799994111061,45388.533200999998371
"Block Group 2, Census Tract 9322, Berkshire County, Massachusetts",250039322002,N,Becket,1199.000000000000000,1104.000000000000000,7.923269390000000,572.000000000000000,2,0.349650350000000,50270.000000000000000,59.572196959999999,0,59922.000000000000000,71.010253910000003,I, , ,Yes,I,1,Income,76137977.163800001144409,40808.684771799998998
"Block Group 1, Census Tract 9323, Berkshire County, Massachusetts",250039323001,N,Hinsdale,574.000000000000000,550.000000000000000,4.181184670000000,191.000000000000000,0,0.000000000000000,54241.000000000000000,64.278015139999994,0,64539.000000000000000,76.481605529999996,I, , ,Yes,I,1,Income,3214898.965499999932945,8280.767035520000718
"Block Group 2, Census Tract 6102.04, Bristol County, Massachusetts",250056102042,N,Mansfield,2023.000000000000000,1521.000000000000000,24.814631739999999,735.000000000000000,0,0.000000000000000,73080.000000000000000,86.603065490000006,0,120694.000000000000000,143.027786249999991, , ,M,Yes,M,1,Minority,1713456.037440000101924,5395.421755160000430
"Block Group 1, Census Tract 6131, Bristol County, Massachusetts",250056131001,N,Taunton,1791.000000000000000,1330.000000000000000,25.739810160000001,410.000000000000000,0,0.000000000000000,55284.000000000000000,65.514015200000003,0,63433.000000000000000,75.170944210000002, , ,M,Yes,M,1,Minority,2156644.827779999934137,8822.307861999999659
